url,author,date,file,headline,processed
https://www.laweekly.com/destruction-of-occidental-colleges-9-11-commemoration-sparks-national-furor/,Dennis Romero,2016-09-12,41984.txt,Destruction of Occidental College's 9/11 Commemoration Sparks National Furor,1.0
https://www.laweekly.com/details-about-rosalin-ricardo-zarates-forthcoming-west-hollywood-restaurant/,Besha Rodell,2016-03-09,35722.txt,"Details About Rosaliné, Ricardo Zarate's Forthcoming West Hollywood Restaurant",1.0
https://www.laweekly.com/details-on-curtis-stone-and-chad-colbys-forthcoming-hollywood-restaurant-and-butcher-shop/,Besha Rodell,2015-12-22,57010.txt,Details on Curtis Stone and Chad Colby's Forthcoming Hollywood Restaurant and Butcher Shop,1.0
https://www.laweekly.com/determined-food-trepreneurs-target-restaurant-starved-frogtown/,Isaac Simpson,2015-08-27,53596.txt,Determined Food-trepreneurs Target Restaurant-Starved Frogtown,1.0
https://www.laweekly.com/developers-are-winning-miracle-miles-density-battle-and-screwing-over-residents/,Jennifer Swann,2015-12-02,56319.txt,Developers Are Winning Miracle Mile's Density Battle — and Screwing Over Residents,1.0
https://www.laweekly.com/devendra-banhart-whatever-people-say-about-me-is-not-my-business/,Jordannah Elizabeth,2016-10-17,43403.txt,Devendra Banhart: “Whatever People Say About Me Is Not My Business”,1.0
https://www.laweekly.com/devil-season-blend-o-c-punk-with-daft-punk/,Alex Distefano,2018-07-06,19212.txt,Devil Season Blend O.C. Punk With Daft Punk,1.0
https://www.laweekly.com/devils-gate-looks-great-but-its-story-raises-too-little-hell/,April Wolfe,2018-01-04,15939.txt,"Devil’s Gate Looks Great, but Its Story Raises Too Little Hell",1.0
https://www.laweekly.com/devin-faracis-rehiring-at-alamo-drafthouse-begs-the-question-do-female-film-fans-matter/,April Wolfe,2017-09-13,31109.txt,Devin Faraci's Rehiring at Alamo Drafthouse Begs the Question: Do Female Film Fans Matter?,1.0
https://www.laweekly.com/devour-talks-social-media-los-angeles-and-kendrick-lamar/,Shirley Ju,2018-08-30,20279.txt,"Devour Talks Social Media, Los Angeles and Kendrick Lamar",1.0
https://www.laweekly.com/devour-the-new-american-dishes-of-silver-lakes-wolfdown/,Anne Fishbein,2017-05-23,297814.txt,Devour the New American Dishes of Silver Lake's Wolfdown,1.0
https://www.laweekly.com/dexter-hollands-gringo-bandito-is-pretty-fly/,Brett Callwood,2020-03-17,402803.txt,Dexter Holland’s Gringo Bandito is Pretty Fly,0.0
https://www.laweekly.com/dfa-records-rep-says-lcd-soundsystem-reunion-rumors-are-bogus/,Luke O'Neil,2015-10-09,55029.txt,DFA Records Rep Says LCD Soundsystem Reunion Rumors Are Bogus,1.0
https://www.laweekly.com/dia-de-los-muertos-at-hollywood-forever-2/,L.A. Weekly,2019-11-04,391861.txt,Photos: Dia de los Muertos at Hollywood Forever,1.0
https://www.laweekly.com/dia-de-los-muertos-is-a-time-to-remember-victims-of-homophobia-and-transphobia-at-mi-centro/,Liz Ohanesian,2017-10-23,32479.txt,Dia de los Muertos Is a Time to Remember Victims of Homophobia and Transphobia at Mi Centro,1.0
https://www.laweekly.com/dia-de-los-muertos-olvera-street/,Levan TK,2015-11-03,297977.txt,Dia De Los Muertos @ Olvera Street,1.0
https://www.laweekly.com/diabetes-nearly-killed-2mex-but-he-vows-im-gonna-come-back-from-this/,Jeff Weiss,2016-05-11,37941.txt,"Diabetes Nearly Killed 2Mex but He Vows, ""I'm Gonna Come Back From This""",1.0
https://www.laweekly.com/diagnosed-with-multiple-sclerosis-jack-osbourne-took-to-the-web/,Brett Callwood,2018-06-21,18916.txt,"Diagnosed With Multiple Sclerosis, Jack Osbourne Took to the Web",1.0
https://www.laweekly.com/diamanda-galas-brings-her-legendary-voice-to-los-angeles-this-week/,John Payne,2017-04-03,25895.txt,Diamanda Galas Brings Her Legendary Voice to Los Angeles This Week,1.0
https://www.laweekly.com/diamanda-gals-summons-the-dark-side-at-vibiana-in-dtla/,Hannah Verbeuren,2017-04-04,290538.txt,Diamanda Galás Summons the Dark Side at Vibiana in DTLA,1.0
https://www.laweekly.com/diana-krall-guitarist-anthony-wilson-gets-personal-on-his-new-album-frogtown/,Gary Fukushima,2016-05-18,38202.txt,"Diana Krall Guitarist Anthony Wilson Gets Personal on His New Album, Frogtown",1.0
https://www.laweekly.com/diane-keaton-i-dont-agree-that-theres-a-lack-of-female-roles/,Amy Nicholson,2015-05-05,50427.txt,"Diane Keaton: “I Don’t Agree That There’s a Lack of Female Roles""",1.0
https://www.laweekly.com/diane-kurys-vital-peppermint-soda-studies-eighth-grade-in-60s-paris/,Kristen Yoonsoo Kim,2018-08-31,20346.txt,Diane Kurys’ Vital Peppermint Soda Studies Eighth Grade in ’60s Paris,1.0
https://www.laweekly.com/did-a-california-charter-school-group-fund-an-effort-to-overthrow-the-turkish-government/,Jason McGahan,2016-12-01,44907.txt,Did a California Charter School Group Fund an Effort to Overthrow the Turkish Government?,1.0
https://www.laweekly.com/did-arthur-jafa-just-make-kanyes-first-2020-campaign-ad/,Shana Nys Dambrot,2020-07-07,447266.txt,Did Arthur Jafa Just Make Kanye’s First 2020 Campaign Ad?,0.0
https://www.laweekly.com/did-jack-the-ripper-roam-the-streets-of-l-a/,James Bartlett,2017-05-24,27797.txt,Did Jack the Ripper Roam the Streets of L.A.?,1.0
https://www.laweekly.com/did-someone-get-a-handstamp-tattoo-to-mark-his-devotion-to-l-a-s-top-comedy-show/,Paul T. Bradley,2015-07-15,52508.txt,Did Someone Get a Handstamp Tattoo to Mark His Devotion to L.A.'s Top Comedy Show?,1.0
https://www.laweekly.com/did-swat-wait-too-long-to-storm-the-orlando-nightclub/,Dennis Romero,2016-06-14,38959.txt,Did SWAT Wait Too Long to Storm the Orlando Nightclub?,1.0
https://www.laweekly.com/did-the-oscars-boycott-destroy-the-shows-tv-ratings/,Dennis Romero,2016-03-01,35441.txt,Did the Oscars Boycott Destroy the Show's TV Ratings?,1.0
https://www.laweekly.com/did-trump-just-choose-a-white-nationalist-as-a-california-delegate/,Dennis Romero,2016-05-10,37939.txt,Did Trump Just Choose a White Nationalist as a California Delegate?,1.0
https://www.laweekly.com/did-you-just-get-a-500-freelance-assignment-the-city-might-bill-you-30000/,Lauren Herstik,2015-09-15,54015.txt,"Did You Just Get a $500 Freelance Assignment? The City Might Bill You $30,000",1.0
https://www.laweekly.com/did-you-know-you-can-only-park-in-one-spot-for-72-hours-this-guy-didnt/,Dennis Romero,2015-04-06,49448.txt,Did You Know You Can Only Park in One Spot for 72 Hours? This Guy Didn't,1.0
https://www.laweekly.com/dido-is-still-on-our-minds/,Brett Callwood,2019-06-21,377032.txt,Dido is Still on Our Minds,1.0
https://www.laweekly.com/die-in-california-and-save-10000/,Jill Stewart,2015-09-22,54247.txt,"Die In California and Save $10,000",1.0
https://www.laweekly.com/diego-hernndezs-verlaine-opens-tonight-in-the-old-dominicks-space/,Besha Rodell,2017-03-28,25689.txt,Diego Hernández's Verlaine Opens Tonight in the Old Dominick's Space,1.0
https://www.laweekly.com/dig-deeper-are-the-l-a-dance-music-scenes-coolest-newcomers/,Liz Ohanesian,2016-03-16,35937.txt,Dig Deeper Are the L.A. Dance Music Scene's Coolest Newcomers,1.0
https://www.laweekly.com/digable-planets-returns-with-sold-out-shows/,John Bear,2020-02-13,400099.txt,Digable Planets Returns with Sold Out Shows,1.0
https://www.laweekly.com/digital-marketing-has-changed-in-2020-is-your-business-getting-it-right/,Lina Lecaro,2020-06-16,446168.txt,Digital marketing has changed in 2020 – is your business getting it right?,0.0
https://www.laweekly.com/diivs-cole-smith-talks-deceiver-and-sobriety/,Matt Miner,2019-12-11,395877.txt,DIIV’s Cole Smith Talks Deceiver and Sobriety,0.0
https://www.laweekly.com/dim-sum-tour-on-wheels-is-a-feast-for-the-senses/,Scott Feinblatt,2019-06-11,375490.txt,Dim Sum Tour on Wheels Is A Feast For the Senses,0.0
https://www.laweekly.com/dine-in-or-dine-out-seven-ways-to-celebrate-dad-on-fathers-day/,Michele Stueven,2020-06-17,446284.txt,Dine In or Dine Out: 7 Ways To Celebrate Dad on Father’s Day,0.0
https://www.laweekly.com/dine-out-or-eat-in-your-comprehensive-list-of-how-to-celebrate-thanksgiving/,Michele Stueven,2019-11-14,393234.txt,Dine Out or Eat In — Your Comprehensive Guide on Where to Celebrate Thanksgiving,0.0
https://www.laweekly.com/dinela-is-back-from-january-17-31-with-hundreds-of-delicious-dining-deals/,Michele Stueven,2020-01-13,397990.txt,Winter DineLA  Returns With With Hundreds of Delicious Deals,0.0
https://www.laweekly.com/dinner-at-elysian-a-quasi-restaurant-in-frogtown/,Besha Rodell,2015-06-25,52023.txt,"Dinner at Elysian, a Quasi Restaurant in Frogtown",1.0
https://www.laweekly.com/dinner-date-night-rossoblu-goes-south/,Michele Stueven,2020-01-22,398850.txt,Dinner Date Night: Rossoblu Goes South,1.0
https://www.laweekly.com/director-ana-lily-amirpour-makes-american-movies-weird-again/,April Wolfe,2017-05-23,27710.txt,Director Ana Lily Amirpour Makes American Movies Weird Again,1.0
https://www.laweekly.com/director-james-gray-on-working-with-robert-pattinson-in-the-lost-city-of-z/,Bilge Ebiri,2017-04-10,26094.txt,Director James Gray on Working With Robert Pattinson in The Lost City of Z,1.0
https://www.laweekly.com/director-joe-dante-looks-back-at-working-with-carrie-fisher-on-the-burbs/,Jared Cowan,2016-12-29,45763.txt,Director Joe Dante Looks Back at Working With Carrie Fisher on The ’Burbs,1.0
https://www.laweekly.com/director-stars-of-bpm-open-up-about-sex-activism-and-the-power-of-words/,Bilge Ebiri,2017-10-31,32697.txt,"Director, Stars of BPM Open Up About Sex, Activism and the Power of Words",1.0
https://www.laweekly.com/director-tom-holland-looks-back-at-childs-play-nearly-30-years-later/,Gwynedd Stuart,2017-10-12,32247.txt,Director Tom Holland Looks Back at Child's Play Nearly 30 Years Later,1.0
https://www.laweekly.com/dirty-bird-bbq-heats-up-summer/,Shane Lopes,2018-07-09,284601.txt,Dirty Bird BBQ Heats Up Summer,1.0
https://www.laweekly.com/dirty-projectors-bring-lamp-lit-prose-to-zebulon/,Brett Callwood,2018-11-05,21592.txt,Dirty Projectors Bring Lamp Lit Prose to Zebulon,1.0
https://www.laweekly.com/dirtybird-infiltrates-hard-summer-2017/,Miles Najera,2017-08-07,297525.txt,Dirtybird Infiltrates HARD Summer 2017,1.0
https://www.laweekly.com/dirtybird-records-is-hosting-its-first-festival-and-there-will-be-smores/,Liz Ohanesian,2015-09-22,54229.txt,"Dirtybird Records Is Hosting Its First Festival, and There Will Be S'Mores",1.0
https://www.laweekly.com/dirtybirds-justin-martin-is-headlining-the-yuma-tent-and-living-the-dream/,Jemayel Khawaja,2016-04-20,37104.txt,Dirtybird's Justin Martin Is Headlining the Yuma Tent and Living the Dream,1.0
https://www.laweekly.com/disciples-of-dio-keep-the-metal-alive/,Brett Callwood,2018-06-26,18994.txt,Disciples of Dio Keep the Metal Alive,1.0
https://www.laweekly.com/disco-dive-attendees-party-poolside-at-liquid-frequencies/,Ed Carrasco,2017-07-10,297378.txt,Disco Dive Attendees Party Poolside at Liquid Frequencies,1.0
https://www.laweekly.com/disco-dive-sends-off-summer-in-sexy-style-at-the-standard-downtown/,Ed Carrasco,2016-09-12,297621.txt,Disco Dive Sends Off Summer in Sexy Style at the Standard Downtown,1.0
https://www.laweekly.com/discostans-founder-followed-her-love-of-sufi-spiritual-music-all-the-way-to-pakistan/,Chris Kissel,2017-08-15,30302.txt,Discostan's Founder Followed Her Love of Sufi Spiritual Music All the Way to Pakistan,1.0
https://www.laweekly.com/discover-chicken-terrine-ramen-at-the-ramen-joint-in-westchester/,Kayvan Gabbay,2017-01-25,23501.txt,Discover Chicken Terrine Ramen at the Ramen Joint in Westchester,1.0
https://www.laweekly.com/discover-the-secret-surf-spot-thats-a-coastal-camping-dream-come-true/,Keith Plocek,2017-06-06,28154.txt,Discover the Secret Surf Spot That’s a Coastal Camping Dream Come True,1.0
https://www.laweekly.com/discovering-turkish-food-at-the-kitchen-at-westwood/,Kayvan Gabbay,2017-02-15,24260.txt,Discovering Turkish Food at the Kitchen at Westwood,1.0
https://www.laweekly.com/disembodiment-paintings-from-the-black-vanguard/,Shana Nys Dambrot,2020-01-02,397192.txt,Disembodiment: Paintings from the Black Vanguard,1.0
https://www.laweekly.com/dishing-on-the-oscars-with-l-a-drags-best-terrible-person/,Michael Ciriaco,2017-02-25,24630.txt,"Dishing on the Oscars With L.A. Drag's Best ""Terrible Person""",1.0
https://www.laweekly.com/dismaland-artist-jeff-gillette-is-turning-a-chinatown-gallery-into-a-landfill/,Liz Ohanesian,2017-05-26,27878.txt,"""Dismaland"" Artist Jeff Gillette Is Turning a Chinatown Gallery Into a Landfill",1.0
https://www.laweekly.com/disney-goes-dada-with-right-now-kapow-xd-learns-to-love-the-gag/,Sherilyn Connelly,2016-10-27,43811.txt,"Disney Goes Dada: With Right Now Kapow, XD Learns to Love the Gag",1.0
https://www.laweekly.com/disney-princesses-got-down-and-flirty-in-a-whole-newd-world-burlesque/,Daniel Sliwa,2016-10-14,298063.txt,Disney Princesses Got Down and Flirty in A Whole Newd World Burlesque,1.0
https://www.laweekly.com/disneyands-rise-of-the-resistance-ride-is-an-immersive-force-for-star-wars-fans/,Michael Cooper,2020-01-22,398871.txt,Disneyland’s Rise of the Resistance Ride Is an Immersive Force for Star Wars Fans ,0.0
https://www.laweekly.com/disneyland-has-a-new-restaurant-and-it-is-absurdly-expensive/,Katherine Spiers,2017-01-26,23561.txt,"Disneyland Has a New Restaurant, and It Is Absurdly Expensive",1.0
https://www.laweekly.com/disneyland-resort-and-parks-to-reopen-july-17/,Isai Rocha,2020-06-10,445901.txt,Disneyland Resort and Parks to Reopen July 17,0.0
https://www.laweekly.com/disneyland-to-delay-july-reopening-plans/,Isai Rocha,2020-06-24,446698.txt,Disneyland to Delay July Reopening Plans,0.0
https://www.laweekly.com/disneylands-main-street-electrical-parade-is-every-bit-as-magical-as-you-remember/,Jared Cowan,2017-03-29,297999.txt,Disneyland's Main Street Electrical Parade Is Every Bit as Magical as You Remember,1.0
https://www.laweekly.com/disneys-moana-is-a-blissful-fable-about-keepin-on-in-terrible-times/,Bilge Ebiri,2016-11-18,44482.txt,Disney's Moana Is a Blissful Fable About Keepin' on in Terrible Times,1.0
https://www.laweekly.com/disneys-zootopia-paws-at-segregated-city-life/,Michelle Orange,2016-02-29,35393.txt,Disney's Zootopia Paws at Segregated City Life,1.0
https://www.laweekly.com/dispatches-from-lockdown-reflections-of-an-art-journalist/,Liz Goldner,2020-05-05,404905.txt,Dispatches from Lockdown: Reflections of an Art Journalist,0.0
https://www.laweekly.com/dispensary-near-me-a-complete-list-of-marijuana-stores/,Jimi Devine,2020-02-19,400811.txt,Dispensary Near Me – A complete list of marijuana stores,1.0
https://www.laweekly.com/dispensary-street-artist-ascend-to-higher-consciousness-with-new-mural-2/,Nick Walker,2019-05-03,371537.txt,"Dispensary, Street Artist Ascend to Higher Consciousness with New Mural",0.0
https://www.laweekly.com/distant-cousins-living-in-the-here-and-now/,Brett Callwood,2020-05-13,405197.txt,Distant Cousins Living in the Here and Now,1.0
https://www.laweekly.com/distribution-woes-are-a-major-buzzkill-for-the-california-pot-industry/,Alex Halperin,2017-07-19,29568.txt,Distribution Woes Are a Major Buzzkill for the California Pot Industry,1.0
https://www.laweekly.com/ditch-your-car-and-explore-the-fine-foods-and-sips-found-in-santa-barbaras-funk-zone/,Michele Stueven,2019-04-25,15821.txt,Ditch Your Car and Explore the Fine Foods and Sips Found in Santa Barbara's Funk Zone,1.0
https://www.laweekly.com/diving-into-pomonas-beijing-yogurt-factory/,Clarissa Wei,2016-10-05,43020.txt,"Diving Into Pomona's ""Beijing Yogurt"" Factory",1.0
https://www.laweekly.com/division-3s-4-biscuit-sandwiches-are-mini-breakfast-miracles/,Garrett Snyder,2016-01-17,34147.txt,Division 3's $4 Biscuit Sandwiches Are Mini Breakfast Miracles,1.0
https://www.laweekly.com/diy-modern-mexican-food-is-on-the-menu-at-this-boyle-heights-restaurant/,Sarah Bennett,2015-11-09,55727.txt,DIY Modern Mexican Food Is on the Menu at This Boyle Heights Restaurant,1.0
https://www.laweekly.com/diy-venue-hm-157-celebrates-nine-years-of-art-music-and-wild-parties/,Lina Lecaro,2016-08-06,40713.txt,"DIY Venue HM 157 Celebrates Nine Years of Art, Music and Wild Parties",1.0
https://www.laweekly.com/diy-venue-non-plus-ultra-shut-down-by-city-inspector-founders-issue-statement/,Art Tavana,2017-03-06,24932.txt,DIY Venue Non Plus Ultra Shut Down by City Inspector; Founders Issue Statement,1.0
https://www.laweekly.com/dizzy-dale-williams-blends-free-jazz-and-chicago-blues/,Jonny Whiteside,2018-11-27,22000.txt,Dizzy Dale Williams Blends Free Jazz and Chicago Blues,1.0
https://www.laweekly.com/dj-amanda-jones-rules-the-decks-in-l-a-s-goth-industrial-party-scene/,Liz Ohanesian,2015-07-23,52718.txt,DJ Amanda Jones Rules the Decks in L.A.'s Goth/Industrial Party Scene,1.0
https://www.laweekly.com/dj-blackgummy-took-over-saturday-night-at-sound/,Tyler Hagen,2018-10-17,280367.txt,DJ BlackGummy Took Over Saturday Night at Sound,1.0
https://www.laweekly.com/dj-colette-brings-butterflies-and-candy-to-the-house/,Brett Callwood,2018-07-19,19446.txt,DJ Colette Brings Butterflies and Candy to the House,1.0
https://www.laweekly.com/dj-dahi-was-a-college-dorm-adviser-when-his-first-kendrick-beat-blew-up/,Jeff Weiss,2017-05-03,26963.txt,DJ Dahi Was a College Dorm Adviser When His First Kendrick Beat Blew Up,1.0
https://www.laweekly.com/dj-dies-after-hollywood-beating/,Dennis Romero,2015-08-26,53558.txt,DJ Dies After Hollywood Beating,1.0
https://www.laweekly.com/dj-hoj-is-making-daytime-house-music-an-international-phenomenon/,Morena Duwe,2017-06-07,28218.txt,DJ Hoj Is Making Daytime House Music an International Phenomenon,1.0
https://www.laweekly.com/dj-manager-and-mom-heidi-lawden-does-it-her-way/,Lily Moayeri,2016-12-05,44973.txt,"DJ, Manager and Mom Heidi Lawden Does It Her Way",1.0
https://www.laweekly.com/dj-nitti-gritti-flipped-exchange-la-upside-down/,Tyler Hagen,2019-08-27,384404.txt,DJ Nitti Gritti Flipped Exchange LA Upside Down,0.0
https://www.laweekly.com/dj-sam-feldt-preaches-sustainability-at-coachella/,Shirley Ju,2019-04-14,15468.txt,DJ Sam Feldt Preaches Sustainability at Coachella,0.0
https://www.laweekly.com/dj-shadow-will-be-selling-off-his-record-collection-in-l-a-next-weekend/,Andy Hermann,2016-09-01,41664.txt,DJ Shadow Will Be Selling Off His Record Collection in L.A. Next Weekend,1.0
https://www.laweekly.com/dj-steve-aoki-is-closing-a-downtown-street-for-a-free-concert-video/,Dennis Romero,2015-04-16,49884.txt,DJ Steve Aoki Is Closing a Downtown Street for a Free Concert (VIDEO),1.0
https://www.laweekly.com/dj-tennis-and-dixon-sold-out-the-future-primitive-block-party-in-chinatown-saturday-night/,Tyler Hagen,2018-06-25,275939.txt,DJ Tennis and Dixon Sold Out the Future Primitive Block Party In Chinatown Saturday Night,1.0
https://www.laweekly.com/dj-z-trip-biz-markie-kick-off-we-rise-festival-in-dtla/,Shane Lopes,2018-05-21,286147.txt,"DJ Z-Trip, Biz Markie Kick Off We Rise Festival in DTLA",1.0
https://www.laweekly.com/do-a-good-deed-drink-golden-roads-new-ipa-the-works/,Sarah Bennett,2015-09-11,53970.txt,"Do a Good Deed — Drink Golden Road's New IPA, The Works",1.0
https://www.laweekly.com/do-battle-with-koreatowns-spiciest-dish-at-yup-dduk-l-a/,Garrett Snyder,2016-02-26,35306.txt,Do Battle With Koreatown's Spiciest Dish at Yup Dduk L.A.,1.0
https://www.laweekly.com/do-cops-think-ex-crack-king-freeway-ricky-ross-is-a-new-prince-of-pot/,Dennis Romero,2015-10-28,55459.txt,"Do Cops Think Ex-Crack King ""Freeway"" Ricky Ross Is a New Prince of Pot?",1.0
https://www.laweekly.com/do-different-types-of-tears-look-different-a-photographer-looks-more-closely/,Gwynedd Stuart,2017-05-09,27272.txt,Do Different Types of Tears Look Different? A Photographer Looks More Closely,1.0
https://www.laweekly.com/do-faith-no-more-and-the-red-hot-chili-peppers-still-hate-each-other/,Chaz Kangas,2015-04-21,49995.txt,Do Faith No More and the Red Hot Chili Peppers Still Hate Each Other?,1.0
https://www.laweekly.com/do-lab-stage-announces-coachella-lineup-with-gaslamp-killer-barclay-crenshaw/,Andy Hermann,2017-03-28,25694.txt,"Do LaB Stage Announces Coachella Lineup With Gaslamp Killer, Barclay Crenshaw",1.0
https://www.laweekly.com/do-millennials-need-a-big-chill-burning-bodhi-gives-it-a-go/,Michael Nordine,2016-03-18,36007.txt,Do Millennials Need a Big Chill? Burning Bodhi Gives It a Go,1.0
https://www.laweekly.com/do-restaurants-need-to-campaign-to-win-a-james-beard-award/,Heather Platt,2017-06-20,28686.txt,Do Restaurants Need to Campaign to Win a James Beard Award?,1.0
https://www.laweekly.com/do-we-need-another-argument-for-saturday-night-lives-relevance/,Alan Scherstuhl,2015-06-10,51543.txt,Do We Need Another Argument for Saturday Night Live's Relevance?,1.0
https://www.laweekly.com/do-we-need-black-gay-bars-anymore/,Jonathan Tolliver,2015-06-12,51594.txt,Do We Need Black Gay Bars Anymore?,1.0
https://www.laweekly.com/do-you-have-to-sue-to-get-the-city-of-l-a-to-design-with-pedestrians-in-mind/,Jessica Langlois,2015-07-14,52473.txt,Do You Have to Sue to Get the City of L.A. to Design With Pedestrians in Mind?,1.0
https://www.laweekly.com/do-you-know-whats-in-your-pot-cannasafe-will-tell-you-good-and-bad/,David Futch,2018-04-23,17340.txt,Do You Know What's in Your Pot? CannaSafe Will Tell You — Good and Bad,1.0
https://www.laweekly.com/do-you-think-im-sexist-songs-were-not-allowed-to-enjoy-anymore/,Libby Molyneaux,2018-05-21,18044.txt,Do You Think I'm Sexist? Songs We're Not Allowed to Enjoy Anymore,1.0
https://www.laweekly.com/doc-martin-claude-vonstroke-headline-desert-hearts-3-year-anniversary-fest/,Andy Hermann,2015-10-06,54933.txt,"Doc Martin, Claude VonStroke Headline Desert Hearts' 3-Year Anniversary Fest",1.0
https://www.laweekly.com/dockweiler-beach-closed-due-to-tampon-applicators-and-hypodermic-needles-video/,Dennis Romero,2015-09-23,54281.txt,"Dockweiler Beach Closed Due to ""Tampon Applicators and Hypodermic Needles"" (VIDEO)",1.0
https://www.laweekly.com/doctors-endorse-marijuana-legalization/,Dennis Romero,2016-07-25,40345.txt,Doctors Endorse Marijuana Legalization,1.0
https://www.laweekly.com/documentary-believe-the-yulia-tymoshenko-story-spotlights-global-eco-reform-agenda/,Sponsored by the Beverly Hills Film Festival,2019-03-08,14455.txt,Documentary Believe! The Yulia Tymoshenko Story Spotlights Global Eco-Reform Agenda,1.0
https://www.laweekly.com/documentary-hired-gun-puts-the-worlds-best-backing-musicians-in-the-spotlight/,David Konow,2017-06-22,28725.txt,Documentary Hired Gun Puts the World's Best Backing Musicians in the Spotlight,1.0
https://www.laweekly.com/documentary-reveals-the-man-who-kept-old-hollywoods-biggest-sexual-secrets/,Michael Cooper,2018-08-07,19824.txt,Documentary Reveals the Man Who Kept Old Hollywood's Biggest Sexual Secrets,1.0
https://www.laweekly.com/documenting-l-a-s-oldest-surviving-restaurants-is-hard-work-for-a-vegetarian/,Chelsee Lowe,2017-08-09,30155.txt,Documenting L.A.’s Oldest Surviving Restaurants Is Hard Work for a Vegetarian,1.0
https://www.laweekly.com/documenting-skid-row-suitcase-joes-raw-intimate-photos-capture-the-unexpected/,Beige Luciano-Adams,2018-11-21,21934.txt,"Documenting Skid Row: Suitcase Joe’s Raw, Intimate Photos Capture the Unexpected",1.0
https://www.laweekly.com/dodger-stadium-is-experimenting-with-new-food-options-this-week/,Katherine Spiers,2017-07-25,29706.txt,Dodger Stadium Is Experimenting With New Food Options This Week,1.0
https://www.laweekly.com/dodger-stadium-remains-open-for-covid-19-testing/,Isai Rocha,2020-06-03,445413.txt,Dodger Stadium Remains Open For COVID-19 Testing,1.0
https://www.laweekly.com/dodger-stadium-warns-of-crippling-dodger-dog-shortage-for-2016-season/,LA Weekly,2016-04-01,36458.txt,Dodger Stadium Warns of Crippling Dodger Dog Shortage for 2016 Season,1.0
https://www.laweekly.com/dodger-stadium-will-now-be-a-covid-19-testing-site/,Isai Rocha,2020-05-24,444772.txt,Dodger Stadium Will Now be a COVID-19 Testing Site,0.0
https://www.laweekly.com/does-brendan-collins-birch-signal-a-restaurant-renaissance-in-hollywood/,Besha Rodell,2015-05-19,50918.txt,Does Brendan Collins' Birch Signal a Restaurant Renaissance in Hollywood?,1.0
https://www.laweekly.com/does-cbd-show-up-on-a-drug-test-part-i/,Richard Cowan,2020-07-12,447565.txt,Does CBD Show Up On A Drug Test? Part I,0.0
https://www.laweekly.com/does-hollywood-understand-what-music-supervision-is/,Jonny Coleman,2015-09-18,54149.txt,Does Hollywood Understand What Music Supervision Is?,1.0
https://www.laweekly.com/does-it-make-more-sense-to-rent-or-buy-a-home-in-l-a/,Dennis Romero,2017-02-04,23866.txt,Does It Make More Sense to Rent or Buy a Home in L.A.?,1.0
https://www.laweekly.com/does-l-a-need-to-spend-425-million-on-a-river-bike-path/,Hillel Aron,2016-03-25,36226.txt,Does L.A. Need to Spend $425 Million on a River Bike Path?,1.0
https://www.laweekly.com/does-l-a-really-have-a-coyote-problem/,Hillel Aron,2016-07-16,40013.txt,Does L.A. Really Have a Coyote Problem?,1.0
https://www.laweekly.com/does-limiting-development-in-l-a-also-limit-its-job-prospects/,Dennis Romero,2016-12-09,45127.txt,Does Limiting Development in L.A. Also Limit Its Job Prospects?,1.0
https://www.laweekly.com/does-masterminds-director-jared-hess-hate-poor-folks/,Vadim Rizov,2016-09-30,42612.txt,Does Masterminds Director Jared Hess Hate Poor Folks?,1.0
https://www.laweekly.com/does-my-business-or-my-tenant-still-have-to-pay-rent-for-commercial-space/,David A. Robinson and Anjuli B. Woods,2020-04-06,403855.txt,Does My Business Or My Tenant Still Have To Pay Rent For Commercial Space?,0.0
https://www.laweekly.com/does-refilling-the-silver-lake-reservoir-make-sense/,Hillel Aron,2016-07-09,39788.txt,Does Refilling the Silver Lake Reservoir Make Sense?,1.0
https://www.laweekly.com/does-stan-kroenke-cry-human-tears/,Gene Maddaus,2016-01-18,34182.txt,Does Stan Kroenke Cry Human Tears?,1.0
https://www.laweekly.com/does-the-cut-by-coachella-diet-actually-work-i-tried-it-to-find-out/,Rebecca Haithcoat,2016-04-22,37164.txt,"Does the ""Cut by Coachella"" Diet Actually Work? I Tried It to Find Out",1.0
https://www.laweekly.com/does-vaping-lead-to-smoking/,Dennis Romero,2015-08-19,53396.txt,Does Vaping Lead to Smoking?,1.0
https://www.laweekly.com/does-witches-of-malibus-music-make-you-feel-queasy-thats-the-idea/,David Cotner,2016-04-08,36666.txt,Does Witches of Malibu's Music Make You Feel Queasy? That's the Idea,1.0
https://www.laweekly.com/does-your-business-qualify-for-an-immediate-loan-under-the-new-cares-act/,Enterprise Counsel Group,2020-03-31,403588.txt,Does Your Business Qualify For An Immediate Loan Under the New CARES Act?,0.0
https://www.laweekly.com/does-your-provisional-ballot-really-count/,Hillel Aron,2016-11-08,44163.txt,Does Your Provisional Ballot Really Count?,1.0
https://www.laweekly.com/dog-days-heat-wave-is-coming-your-way/,Dennis Romero,2015-08-12,53221.txt,Dog Days Heat Wave Is Coming Your Way,1.0
https://www.laweekly.com/dog-haus-wrstmacher-adam-gertlers-5-essential-tools-for-sausage-making/,Besha Rodell,2015-04-30,50322.txt,Dog Haus Würstmacher Adam Gertler's 5 Essential Tools for Sausage-Making,1.0
