url,headline,date,author,category,file
https://www.dailynews.com/2019/10/11/governor-signs-sfv-lawmakers-bill-establishing-hate-crime-protections,Governor signs SFV lawmaker’s bill establishing hate-crime protections,2019-10-11,City News Service,NewsPolitics,2019-10-11-65bda.txt
https://www.dailynews.com/2020/03/13/eastside-boys-basketball-historic-season-cut-short-due-to-coronavirus-just-before-state-title-game,Eastside boys basketball’s historic season cut short due to coronavirus just before state title game,2020-03-13,Tarek Fattal,SportsHigh School Sports,2020-03-13-7e4fd.txt
https://www.dailynews.com/2020/09/15/san-fernando-voters-will-decide-on-new-sales-tax,"San Fernando voters will decide on new sales taxFunds would be used for street and sidewalk improvements, public infrastructure",2020-09-15,Marianne Love,News,2020-09-15-c0c12.txt
https://www.dailynews.com/2020/02/29/fire-damages-mucho-mas-restaurant-in-north-hollywood,Fire damages Mucho Mas restaurant in North Hollywood,2020-02-29,City News Service,NewsCrime and Public Safety,2020-02-29-e3163.txt
https://www.dailynews.com/2020/05/23/five-high-school-students-from-la-county-named-u-s-presidential-scholars-for-2020,Five high school students from LA County named U.S. Presidential Scholars for 2020Los Angeles County seniors awarded prestigious honor,2020-05-23,Holly Andres,Local News,2020-05-23-4a2d3.txt
https://www.dailynews.com/2020/06/06/have-a-van-nuys-day-here-are-3-very-nice-make-that-van-nuys-tales,Have a Van Nuys day: Here are 3 very nice – make that Van Nuys – talesVan Nuys deserves your respect. Meet three people who endorse that sentiment.,2020-06-06,Dennis McCarthy,News,2020-06-06-490f7.txt
https://www.dailynews.com/2019/12/08/man-rescued-from-floodwater-in-l-a-river-in-atwater-village,Man rescued from floodwater in L.A. River in Atwater Village,2019-12-08,City News Service,NewsCrime and Public Safety,2019-12-08-78b2f.txt
https://www.dailynews.com/2020/04/07/duke-freshman-cassius-stanley-declares-for-nba-draft,Duke freshman Cassius Stanley declares for NBA draft,2020-04-07,The Associated Press,SportsCollege Sports,2020-04-07-be298.txt
https://www.dailynews.com/2020/09/21/lapd-pursues-pacoima-suspect-who-they-believe-was-armed,LAPD pursues Pacoima suspect who they believe was armed,2020-09-21,City News Service,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-21-71bb7.txt
https://www.dailynews.com/2020/03/12/things-to-do-in-the-san-fernando-valley-la-area-march-12-19,"Things to do in the San Fernando Valley, LA area, March 12-19",2020-03-12,Holly Andres,Local News,2020-03-12-bae52.txt
https://www.dailynews.com/2020/02/17/charity-events-in-the-san-fernando-valley-area-feb-17-24,"Charity events in the San Fernando Valley area, Feb. 17-24",2020-02-17,Holly Andres,Local News,2020-02-17-0ee1e.txt
https://www.dailynews.com/2019/10/23/chatsworth-residents-erupt-over-supportive-housing-for-homeless-despite-la-councilmans-message-its-not-a-done-deal,Hundreds of Chatsworth residents force meeting about housing for homeless to move outdoors,2019-10-23,Olga Grigoryants,Local News,2019-10-23-75caa.txt
https://www.dailynews.com/2019/11/07/things-to-do-in-the-san-fernando-valley-la-area-nov-8-15,"Things to do in the San Fernando Valley, LA area, Nov. 8-15Veterans Day events, an outer space rocks auction, book signings and arts entertainment coming up this week",2019-11-07,Holly Andres,Local News,2019-11-07-7d2ef.txt
https://www.dailynews.com/2020/01/06/community-meetings-in-the-san-fernando-valley-jan-6-13,"Community meetings in the San Fernando Valley, Jan. 6-13Meet up with the Sidewalk Astronomers, learn mindfulness meditation, fly fishing or how to de-clutter your home this week",2020-01-06,Holly Andres,Local News,2020-01-06-79a57.txt
https://www.dailynews.com/2020/01/27/community-meetings-in-the-san-fernando-valley-jan-27-feb-3,"Community meetings in the San Fernando Valley, Jan. 27-Feb. 3",2020-01-27,Holly Andres,Local News,2020-01-27-df65b.txt
https://www.dailynews.com/2020/02/29/fattal-sierra-canyon-basketballs-25000-mile-season-topped-with-cif-ss-open-division-title,"Fattal: Sierra Canyon basketball’s 25,000-mile season topped with CIF-SS Open Division title",2020-02-29,Tarek Fattal,SportsHigh School Sports,2020-02-29-37c2e.txt
https://www.dailynews.com/2020/09/30/rebecca-grossman-co-founder-of-burn-center-foundation-arrested-in-westlake-village-crash-that-killed-brothers-11-and-8,"Rebecca Grossman, co-founder of burn center foundation, arrested in Westlake Village crash that killed brothersShe was booked on suspicion of vehicular manslaughter and DUI",2020-09-30,City News Service,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-09-30-1a77a.txt
https://www.dailynews.com/2020/07/16/border-collie-echo-enjoys-the-mild-temperatures-in-van-nuys,Border Collie Echo enjoys the mild temperatures in Van Nuys,2020-07-16,Hans Gutknecht,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-16-d72c9.txt
https://www.dailynews.com/2020/08/18/outages-leave-thousands-of-angelenos-in-the-dark,Outages leave thousands of Angelenos in the dark,2020-08-18,Eric Licas,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-18-5d14a.txt
https://www.dailynews.com/2020/04/23/armenian-genocide-commemoration-observed-online-by-city-of-glendale-april-23,Armenian Genocide Commemoration observed online by City of GlendaleGlendale remembers the Armenian Genocide on April 23-24,2020-04-23,Holly Andres,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-23-bbdca.txt
https://www.dailynews.com/2020/02/18/west-hills-seniors-share-the-love-at-valentines-day-event,"West Hills seniors share the love at Valentine’s Day eventAbout 200 seniors were treated to dinner, music, dancing and door prizes.",2020-02-18,Staff report,Local News,2020-02-18-6e390.txt
https://www.dailynews.com/2020/02/22/double-digit-array-of-candidates-for-25th-congress-jockey-for-position-at-csun-forum,"Double-digit array of candidates for 25th Congress jockey for position at CSUN forumA lively, standing-room-only crowd cheered and booed at high decibels as the hopefuls sounded off on everything from capitalism to Donald Trump to their favorite TV shows.",2020-02-22,Ryan Carter,News,2020-02-22-1a732.txt
https://www.dailynews.com/2020/01/06/man-knocked-out-in-van-nuys-road-rage-attack-still-unconscious-at-hospital-suspects-sought,"Man knocked out in Van Nuys road rage attack still unconscious at hospital, suspects sought",2020-01-06,City News Service,NewsCrime and Public Safety,2020-01-06-8dbe8.txt
https://www.dailynews.com/2020/07/05/coronavirus-policing-reforms-are-topics-of-rep-brad-shermans-town-hall-july-7,"Coronavirus, policing reforms are topics of Rep. Brad Sherman’s town hall, July 7Telephone town hall on the pandemic and nation-wide protests",2020-07-05,Holly Andres,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-05-1ad36.txt
https://www.dailynews.com/2019/11/18/boyle-heights-shooting-kills-one-wounds-another,"Boyle Heights shooting kills one, wounds another",2019-11-18,City News Service,NewsCrime and Public Safety,2019-11-18-1dafe.txt
https://www.dailynews.com/2020/08/08/religion-events-online-and-in-person-in-the-san-fernando-valley-area-aug-8-15,"Religion events – online and in-person – in the San Fernando Valley area, Aug. 8-15Religious communities keeping the faith during coronavirus time",2020-08-08,Holly Andres,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-08-69547.txt
https://www.dailynews.com/2020/05/11/5874-coronavirus-cases-in-the-san-fernando-valley-including-number-of-deaths-and-tests-by-community,"5,874 coronavirus cases in the San Fernando Valley, including number of deaths and tests by communityKeep reading for community-by-community SFV totals and the numbers for surrounding areas",2020-05-11,Steven Rosenberg,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-11-1bf79.txt
https://www.dailynews.com/2020/01/13/daily-news-girls-athlete-of-the-week-alexis-mark-sierra-canyon-2,"Daily News Girls Athlete of the Week: Alexis Mark, Sierra Canyon",2020-01-13,Tarek Fattal,SportsHigh School Sports,2020-01-13-e0ac8.txt
https://www.dailynews.com/2020/04/30/photos-fatburger-serves-up-gratitude-and-beef-to-healthcare-teams-at-encino-hospital,Photos: Fatburger serves up gratitude – and beef – to healthcare teams at Encino HospitalThe Fatmobile served up 150 Fatburgers to hungry doctors and nurses and other staff at the San Fernando Valley hospital.,2020-04-30,Hans Gutknecht,"NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-30-8663e.txt
https://www.dailynews.com/2020/06/08/community-meetings-online-from-the-san-fernando-valley-la-area-june-8-15,"Community meetings – online – from the San Fernando Valley, LA area, June 8-15LGBTQ Pride Month, book clubs, neighborhood councils, meditation and poetry virtual meetings in June",2020-06-08,Holly Andres,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-08-9d277.txt
https://www.dailynews.com/2020/05/23/former-calabasas-home-of-kylie-jenner-with-shoe-closet-and-glam-room-seeks-3-6-million,"Former Calabasas home of Kylie Jenner, with shoe closet and ‘Glam Room,’ seeks $3.6 million",2020-05-23,Sandra Barrera,BusinessHousing,2020-05-23-1bca6.txt
https://www.dailynews.com/2020/05/09/coroners-investgator-gets-a-loving-surprise-from-friends-family-during-coronavirus-pandemic,"Coroner’s investigator gets a break from pandemic with a loving surprise from friends, familySigns that read ""Thank You, Trini"" and ""Happy Mothers Day"" bounced in hands, as exuberant friends and family welcomed home their",2020-05-09,Hans Gutknecht,"NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-05-09-7ccfd.txt
https://www.dailynews.com/2020/01/18/former-sierra-canyon-standout-kj-martin-thriving-at-img-academy-priming-for-nba,"Former Sierra Canyon standout KJ Martin thriving at IMG Academy, priming for NBA",2020-01-18,Tarek Fattal,SportsHigh School Sports,2020-01-18-62ffe.txt
https://www.dailynews.com/2019/12/23/pennsylvania-man-pleads-not-guilty-to-beverly-hills-synagogue-vandalism,Pennsylvania man pleads not guilty to Beverly Hills synagogue vandalism,2019-12-23,City News Service,NewsCrime and Public Safety,2019-12-23-1ed09.txt
https://www.dailynews.com/2019/11/21/things-to-do-in-the-san-fernando-valley-la-area-nov-22-29,"Things to do in the San Fernando Valley, LA area, Nov. 22-29Enjoy fall events this week and look forward to December holiday events",2019-11-21,Holly Andres,Local News,2019-11-21-e853c.txt
https://www.dailynews.com/2020/01/19/appointments-cancelled-at-kaiser-woodland-hills-due-to-water-main-break,"Kaiser’s Woodland Hills center cancels surgeries, appointments after water-main breakA temporary water line was tested Monday, but it was unclear when emergency repairs would be complete, officials said.",2020-01-19,Ryan Carter,News,2020-01-19-c850b.txt
https://www.dailynews.com/2020/07/19/emme-and-team-of-youthful-tutors-helping-kids-in-need-during-pandemic,"Emme and team of youthful tutors helping kids in need during pandemic17-year-old formed a squad of 30 honor roll students from her school and a few others, and they spend, on average, three hours a day on Zoom tutoring kids up to the 8th grade level",2020-07-19,Dennis McCarthy,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-19-11fdc.txt
https://www.dailynews.com/2020/04/29/from-lancaster-to-the-nfl-joshua-kelleys-journey-is-dirtmade,"From Lancaster to the NFL, Joshua Kelley’s journey is #DirtMade",2020-04-29,Tarek Fattal,"SportsHigh School SportsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-29-5cbbc.txt
https://www.dailynews.com/2020/07/06/5-acre-brush-fires-forward-progress-stopped-in-la-tuna-canyon,Crews stop 3-acre brush fire in La Tuna Canyon,2020-07-06,Ruby Gonzales,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-06-88ca0.txt
https://www.dailynews.com/2019/11/12/daily-news-boys-basketball-preseason-countdown-no-4-harvard-westlake,Daily News boys basketball preseason countdown: No. 4 Harvard-Westlake,2019-11-12,Tarek Fattal,SportsHigh School Sports,2019-11-12-d69cd.txt
https://www.dailynews.com/2020/04/30/25th-congress-race-smith-apologizes-after-shes-accused-of-trivializing-garcias-navy-service,"25th Congressional race: Hillary Clinton buoys Smith after Trump tweetstormTrump's tweet was in response to a moment Saturday during a livestream video spot for the organization Indivisible, which advocates for progressive policies.",2020-04-30,Ryan Carter,"NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-30-1a0b3.txt
https://www.dailynews.com/2020/01/16/32-million-upgrade-to-van-nuys-metrolink-station-touted-as-lynchpin-of-future-valley-transit,$32 million upgrade to Van Nuys Metrolink Station touted as ‘lynchpin’ of future Valley transit,2020-01-16,Staff report,Local News,2020-01-16-17667.txt
https://www.dailynews.com/2020/08/05/physically-distant-no-problem-high-school-kickers-punters-thriving,"Physically distant? No problem. High school kickers, punters thriving",2020-08-05,Tarek Fattal,"SportsHigh School SportsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-05-88bfb.txt
https://www.dailynews.com/2020/03/03/incumbent-santiago-works-to-retain-his-assembly-district-53-seat,Incumbent Santiago works to retain his Assembly District 53 seat,2020-03-03,Staff report,News,2020-03-03-6548a.txt
https://www.dailynews.com/2019/11/06/daily-news-boys-basketball-preseason-countdown-no-8-valencia,Daily News boys basketball preseason countdown: No. 8 Valencia,2019-11-06,Tarek Fattal,SportsHigh School Sports,2019-11-06-234aa.txt
https://www.dailynews.com/2020/06/26/sherman-oaks-chamber-to-host-virtual-conference-to-help-firms-navigate-new-business-environment,Sherman Oaks Chamber to host virtual conference to help firms navigate new business environmentThe conference will hit on topics ranging from retail to fitness in the age of Covid-19.,2020-06-26,Ryan Carter,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-26-a4e36.txt
https://www.dailynews.com/2020/01/22/shots-fired-and-real-fire-as-lafd-responds-in-pacoima,Shots fired — and real fire — as LAFD responds in Pacoima,2020-01-22,City News Service,NewsCrime and Public Safety,2020-01-22-c3466.txt
https://www.eastbaytimes.com/2019/10/24/snapp-shots-childrens-fairyland-in-oakland-in-good-hands-of-new-chief,Snapp Shots: Children’s Fairyland in Oakland in good hands of new chiefMiller ideal to take beloved Lake Merritt kids’ amusement park to next level,2019-10-24,Martin Snapp,Local News,2019-10-24-565e9.txt
https://www.eastbaytimes.com/2020/06/03/alameda-county-firefighters-knock-down-cherryland-grass-structure-fire,"Alameda County firefighters knock down Cherryland grass, structure fireNo immediate word of anyone displaced or injured",2020-06-03,George Kelly,"NewsCrime and Public SafetyCrashes and DisastersNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-03-49da4.txt
https://www.eastbaytimes.com/2019/12/30/share-the-spirit-auto-assistance-program-is-vehicle-for-empowerment,"Share the Spirit: Auto Assistance program is vehicle for empowermentSt. Vincent de Paul of Contra Costa County’s initiative puts future in motion, one key at a time",2019-12-30,George Kelly,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-12-30-a9587.txt
https://www.eastbaytimes.com/2020/02/27/fremont-ace-commuters-encounter-evening-delays,Fremont: ACE commuters encounter evening delaysFew details immediately available on its exact nature,2020-02-27,George Kelly,"NewsTransportationNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-02-27-c16b4.txt
https://www.eastbaytimes.com/2020/01/27/around-east-county-brentwood-police-barbecue-cook-off-returns-for-super-bowl,Around East County: Brentwood police barbecue cook-off to return for Super BowlNonprofit group’s fundraiser now in its 19th year,2020-01-27,Roni Gehlke,Local News,2020-01-27-f35b7.txt
https://www.eastbaytimes.com/2020/07/05/park-it-sharing-east-bay-trails-more-important-with-their-increased-use-now,"Park It: Sharing East Bay trails more important with increased useCourtesy, safety precautions are key, especially on paved, interpark paths",2020-07-05,Ned MacKay,Local News,2020-07-05-f834d.txt
https://www.eastbaytimes.com/2020/01/30/pinole-bank-robbery-suspect-arrested-in-oakland,Pinole bank robbery suspect arrested in OaklandPolice: 59-year-old man under investigation for possible ties to other crimes.,2020-01-30,George Kelly,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-01-30-cb2c7.txt
https://www.eastbaytimes.com/2019/11/25/correction-416-2,Correction,2019-11-25,News Desk,News,2019-11-25-88e5e.txt
https://www.eastbaytimes.com/2019/12/22/pittsburg-hit-run-crash-closes-roadway-downs-power-lines,"Pittsburg hit-run crash closes roadway, downs power linesPG&E crews are on scene to repair; no word on injuries or reopening",2019-12-22,George Kelly,"NewsCrime and Public SafetyCrashes and DisastersNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-12-22-f2285.txt
https://www.eastbaytimes.com/2019/11/28/photos-sheriffs-deputies-and-volunteers-serve-the-needy,Photos: Contra Costa County Sheriff’s deputies and volunteers serve the needyThanksgiving meals,2019-11-28,Ray Chavez,Latest Headlines,2019-11-28-80e81.txt
https://www.eastbaytimes.com/2020/05/05/snapp-shots-berkeley-group-for-hearing-disabled-kids-copes-with-covid,"Snapp Shots: Berkeley group for hearing-disabled kids copes with COVIDCenter for Early Intervention on Deafness pivots to online learning, makes use of director’s dog children adore",2020-05-05,Martin Snapp,Opinion,2020-05-05-f618d.txt
https://www.eastbaytimes.com/2019/12/16/share-the-spirit-young-woman-goes-from-homelessness-to-bright-future,Share The Spirit: Young East Bay woman goes from homelessness to bright futureFirst Place For Youth helps young adults get on their feet and prepare for the future,2019-12-16,Ali Tadayon,"Local NewsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-12-16-0b922.txt
https://www.eastbaytimes.com/2020/01/23/filmmakers-documentary-on-berkeley-trailblazer-gordon-in-works,"Filmmaker’s documentary on Berkeley trailblazer Walter Gordon in worksLongtime Cal assistant coach also city’s first black policeman, became federal judge",2020-01-23,Chris Treadway,Local News,2020-01-23-2b1fb.txt
https://www.eastbaytimes.com/2020/04/16/alameda-county-da-charges-two-in-berkeley-package-thefts,Alameda County DA charges two in Berkeley package theftsOfficers met SUV returning from no-outlet neighborhood street last weekend,2020-04-16,George Kelly,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-04-16-9a312.txt
https://www.eastbaytimes.com/2020/06/14/in-brief-east-central-contra-costa-for-june-19,"In brief: Concord eases restaurants’, businesses’ outdoor expansions",2020-06-14,compiled by East Bay Times,Local News,2020-06-14-9cccc.txt
https://www.eastbaytimes.com/2019/10/29/commentary-measure-l-is-about-who-will-control-land,Commentary: Measure L is about who will control landMisunderstandings abound about what will happen in Meaure L fails,2019-10-29,Eric Huesman,Local News,2019-10-29-d7c45.txt
https://www.eastbaytimes.com/2020/04/07/new-luxury-homes-planned-after-property-purchase-in-orinda,Developer buys Orinda property for 34 luxury homesLandsea Homes acquires 34 sites in Wilder neighborhood.,2020-04-07,Jon Kawamoto,Latest Headlines,2020-04-07-50aa1.txt
https://www.eastbaytimes.com/2020/01/16/berkeley-a-look-back-town-goes-under-influence-of-prohibition,"Berkeley, a Look Back: Town goes under influence of ProhibitionLiquor owners were required to disclose remaining stocks to IRS, paper reports",2020-01-16,Steven Finacom,Local News,2020-01-16-24a65.txt
https://www.eastbaytimes.com/2020/04/07/berkeley-a-look-back-easter-1920-services-held-at-cragmont-rock,"Berkeley, a Look Back: Easter 1920 services held at Cragmont RockRev. Russell of St. John’s Presbyterian delivers address, four local ministers officiate",2020-04-07,Steven Finacom,Local News,2020-04-07-631f6.txt
https://www.eastbaytimes.com/2020/07/27/antioch-police-investigate-fatal-shooting-2,Antioch police investigate fatal shootingA 24-year-old woman died at the scene and a 27-year-old man was hospitalized after shots fired in convenience story parking lot,2020-07-27,George Kelly,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-07-27-a5825.txt
https://www.eastbaytimes.com/2020/05/27/alameda-briefs-solar-crosswalk-system-to-be-installed-on-islands-east-end,Alameda briefs: Solar crosswalk system to be installed on city’s East End,2020-05-27,compiled by East Bay Times,Local News,2020-05-27-c8ddc.txt
https://www.eastbaytimes.com/2020/04/06/curtain-calls-east-bay-theater-troupes-respond-creatively-to-covid-19-closures,"Curtain Calls: East Bay theater troupes respond creatively to COVID-19 closuresPodcasts, online talks, interviews and interactive ‘playborhood’ for kids all in the mix",2020-04-06,Sally Hogarty,Local News,2020-04-06-e82b9.txt
https://www.eastbaytimes.com/2019/11/13/brentwood-to-beef-up-police-staffing,Brentwood to beef up police staffingMove will allow switch to five-beat system,2019-11-13,Judith Prieve,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-11-13-35ce0.txt
https://www.eastbaytimes.com/2020/05/20/reopened-piedmont-schools-to-be-much-different-in-august,"Reopened Piedmont schools to be much different in AugustDistrict chief tells board meeting about smaller class sizes, reconfigured schedules",2020-05-20,Linda Davis,Local News,2020-05-20-cee16.txt
https://www.eastbaytimes.com/2019/10/21/in-brief-united-way-seeks-tax-season-volunteers-in-east-bay,"In brief: United Way seeks tax-season volunteers in East BaySites to prepare low-, moderate-income individuals’ forms for free; training provided",2019-10-21,compiled by East Bay Times,Local News,2019-10-21-ae5cb.txt
https://www.eastbaytimes.com/2020/09/22/snapp-shots-celebrate-anniversary-of-berkeleys-waving-man,"Snapp Shots: Celebrate anniversary of Berkeley’s ‘Waving Man’Starting Oct. 6, 1962, beloved neighborhood figure greeted motorists every morning for 30 years",2020-09-22,Martin Snapp,Local News,2020-09-22-38597.txt
https://www.eastbaytimes.com/2020/06/19/pittsburg-to-host-roundtable-on-race-relations-policing-matters,"Pittsburg to host roundtable on race relations, policing mattersPublic zoom meeting will be held Saturday",2020-06-19,Judith Prieve,"NewsPoliticsNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-19-71c29.txt
https://www.eastbaytimes.com/2020/08/30/around-east-county-soroptimist-club-to-hold-knightsen-fundraiser,Around East County: Soroptimist club to hold Knightsen fundraiserIn-person event at Petersen Vineyards to comply with all county COVID-19 safety regulations,2020-08-30,Roni Gehlke,Local News,2020-08-30-eeb90.txt
https://www.eastbaytimes.com/2020/08/18/east-county-fire-district-hosts-live-talk-on-districts-challenges,East County fire district hosts live talk on district’s challengesVideo series on what is needed to fix ECCFPD’s financial shortfalls starts at 6 p.m. Tuesday,2020-08-18,Judith Prieve,"Latest HeadlinesNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-18-00789.txt
https://www.eastbaytimes.com/2020/04/21/berkeley-a-look-back-1920-spring-market-goes-over-well,"Berkeley, a Look Back: 1920 ‘spring market’ goes over wellJudge William Waste prematurely reported as possible appointee to state Supreme Court",2020-04-21,Steven Finacom,Local News,2020-04-21-b7c0c.txt
https://www.eastbaytimes.com/2019/10/10/in-brief-bill-from-berkeleys-skinner-to-allow-felons-on-juries-now-law,"In brief: Bill from Berkeley’s Skinner to allow felons on juries now lawUnless on parole, probation or registered sex offender, convicts can serve as of Jan. 1",2019-10-10,compiled by East Bay Times,Local News,2019-10-10-b3c91.txt
https://www.eastbaytimes.com/2019/12/01/orinda-says-pge-power-shutoffs-cost-city-nearly-60000,"Orinda says PG&E power shut-offs cost city nearly $60,000Outages also wiped out cell phone service in the city; Orinda council will discuss PG&E impacts Dec. 3.",2019-12-01,Jon Kawamoto,News,2019-12-01-2eeb3.txt
https://www.eastbaytimes.com/2019/12/16/brentwood-ice-rink-vandalized-but-may-open-on-tuesday,"Brentwood ice rink reopens after vandals cause damageVandals tampered with valves, causing glycol to leak",2019-12-16,Judith Prieve,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-12-16-24bcf.txt
https://www.eastbaytimes.com/2020/08/11/union-city-voters-to-decide-on-new-utility-tax-in-november,Union City voters to decide on new utility tax in NovemberExisting city deficit expected to worsen due to coronavirus,2020-08-11,Joseph Geha,BusinessEconomy,2020-08-11-aa919.txt
https://www.eastbaytimes.com/2020/06/29/antioch-hosts-roundtable-to-hear-about-policing-issues-and-more,Antioch hosts roundtable to hear about policing issues and moreCity Council hopes to line up panelists for a future series,2020-06-29,Judith Prieve,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-06-29-4adf7.txt
https://www.eastbaytimes.com/2020/08/19/dog-dies-in-bethel-island-house-fire,Dog dies in Bethel Island house fireOne dog was saved by a neighbor but the other remained inside the home,2020-08-19,Judith Prieve,"NewsCrime and Public SafetyCrashes and DisastersNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2020-08-19-3b688.txt
https://www.eastbaytimes.com/2020/08/16/park-it-pandemic-cant-stop-districts-2020-trails-challenge,"Park It: Pandemic can’t stop district’s 2020 Trails ChallengeGet this year’s guidebook, then hike, bike or ride a horse on any five of 20 routes listed",2020-08-16,Ned MacKay,NewsHealth,2020-08-16-05e65.txt
https://www.eastbaytimes.com/2020/09/16/communities-rally-around-east-bay-movie-theaters,Communities rally around East Bay movie theatersFundraisers launched to keep businesses afloat during pandemic,2020-09-16,Peter Hegarty,Things To DoEntertainment,2020-09-16-4215d.txt
https://www.eastbaytimes.com/2020/04/03/covid-19-cant-stop-berkeley-mans-87th-birthday-celebration-at-albany-senior-living-facility,Covid-19 can’t stop Berkeley man’s 87th birthday celebration at Albany senior living facilityWife Beany Wezelman and friends sing happy birthday and toast from outside,2020-04-03,Jane Tyska,NewsHealth,2020-04-03-b84b3.txt
https://www.eastbaytimes.com/2020/01/28/gugu-drum-group-brings-colorful-chinese-percussion-show-to-bay-area,GuGu Drum Group brings colorful Chinese percussion show to Bay AreaThe show weaves in Chinese history and folk tales,2020-01-28,Randy McMullen,Things To DoTheater,2020-01-28-4ea85.txt
https://www.eastbaytimes.com/2020/01/28/contra-costa-community-college-district-taps-longtime-official-for-interim-leader,Contra Costa Community College District taps longtime official as interim director          leader,2020-01-28,Annie Sciacca,NewsEducation,2020-01-28-25c15.txt
https://www.eastbaytimes.com/2019/12/08/police-activity-in-union-city-hayward-temporarily-shuts-industrial-parkway,"Police activity in Union City, Hayward temporarily shuts Industrial ParkwayEmployees said some police officers were seen with rifles",2019-12-08,Joseph Geha,"NewsCrime and Public SafetyNewsNews Based on facts, either observed and verified directly by the reporter, or reported and verified from knowledgeable sources.",2019-12-08-51564.txt
https://www.eastbaytimes.com/2020/05/19/alameda-mayors-address-maintain-your-mental-health-during-this-pandemic,Alameda mayor’s address: Maintain your mental health during this pandemicMonths of closures bound to increase anxiety for all; be careful amid Stage 2 of reopening,2020-05-19,Marilyn Ezzy Ashcraft,NewsHealth,2020-05-19-ada1a.txt
https://www.eastbaytimes.com/2020/08/02/park-it-east-bay-district-offers-plenty-of-great-scenic-bike-trails,"Park It: East Bay district offers plenty of great, scenic bike trailsFrom Oakley’s Big Break to Fremont’s Coyote Hills, there’s no shortage of two-wheeled options",2020-08-02,Ned MacKay,NewsCalifornia News,2020-08-02-c26c3.txt
https://www.eastbaytimes.com/2020/09/14/east-bay-pets-of-the-week-for-sept-18,"East Bay pets of the week for Sept. 18Area shelters’ dogs, cats need their ‘forever’ homes",2020-09-14,compiled by East Bay Times,Local News,2020-09-14-74b57.txt
https://www.eastbaytimes.com/2019/10/14/park-it-kick-up-your-heels-at-sunols-cowboy-hootenanny,Park It: Kick up your heels at Sunol’s Cowboy HootenannyAnnual event celebrating all things Western returns Oct. 19 to southern Alameda County,2019-10-14,Ned MacKay,Local News,2019-10-14-55251.txt
